C1,C2,C3,C4,C5,C6,C7,C8
226.26830539697602,-52.501386164460264,-7344.659040419401,-119.24205937093768,281.28233301229096,-5697.272620542272,-8511.341390231612,-828.1928386602989
600.6905613853735,-169.44582354535513,-18988.47964356119,-348.6194673572185,753.4647799245244,-14762.697172568887,-21996.109281492754,-2137.243140068785
-25.64702469088726,-92.22820871431948,2521.620609746071,-90.86800461190664,-12.160941727066405,1846.034173315187,2950.694165575559,300.72894632232453
-1410.9621834468376,294.5757577970638,46402.931036509,707.7485162100195,-1750.8481846108814,35956.10692692503,53783.79737651378,5242.792869679841
-1173.338253704865,499.6774971154172,34163.02711436352,854.5757951450973,-1505.2087970245132,26754.628162549394,39523.33921835392,3813.022261031795
547.6469379884187,150.38695237218337,-22698.742477741085,0.541295822555166,632.515404013996,-17290.863603666035,-26386.747772845592,-2620.331058830527
1243.9521224734976,-359.45900088035575,-39221.14031080793,-722.6338002064042,1565.7125368750644,-30496.372555633734,-45431.53737731301,-4414.707108256083
667.6112969403963,-465.8236875283032,-16084.53180284432,-664.5485993800991,883.7699511936462,-12828.573104149016,-18546.287162734647,-1740.7766848397187
104.07322838589126,-172.3083378926426,-548.1106545596323,-207.51155344109014,146.844396875055,-604.4168357244783,-588.1543764768876,-17.641213190219002
-182.45843659713137,103.97335979118368,4837.596361600726,150.58966205306504,-236.46603719870302,3814.382945543713,5587.671426047642,526.6112159611295
-367.43812008436805,153.47074593444626,10375.963670227371,252.75138866838526,-454.77473036511765,8130.723612810918,11999.964002361812,1131.552325165392
-337.7704735303762,97.32372486589736,10289.089712715844,193.81885430892666,-415.76952896675965,8010.3822251300035,11915.640611751902,1145.3495701154563
-126.8437022871033,61.69487862686417,3757.506156067884,111.75720763271639,-172.9679419736609,2954.1287099256333,4346.527395868473,438.0198319515585
35.15358254606081,39.77353147672581,-1481.5472433515147,45.12468841088338,22.407366305453014,-1092.9706107844322,-1729.4625820105796,-154.65449937175296
87.25113402780046,-9.815477662437461,-2982.420698170431,-38.288848878738406,105.44828773189485,-2298.9544450848744,-3460.071084790767,-346.71708093533124
98.44627296561943,-61.65652427257919,-2944.782560083575,-107.97534663298045,133.69285237295867,-2331.543136967811,-3401.1455768828905,-342.1988289060431
71.21435066784163,-50.52497346209098,-1990.0177126584672,-83.75873247393761,95.13854360694634,-1592.6852626776708,-2293.54530664818,-216.48010170228295
8.807302374563575,8.498741173645227,-289.556767416456,9.339522689664214,12.345246402318002,-217.49807424357155,-337.4111430611122,-25.413958384335395
-23.870887134148475,25.82936991010249,914.6489526968041,48.619280505743426,-24.472009137695864,740.3420895838904,1051.5168302452166,100.85437620835285
-14.242598885572397,-9.951292938526276,1039.5192151189558,6.659506524879027,-15.561563694030779,798.3995054858235,1206.6023819619556,120.54742797651122
-17.444195157072873,-15.19716972378891,659.2816871626962,-15.464063554799091,-31.912963340629954,484.4206093716651,771.3585260460624,79.84473969167318
-36.36235662493646,27.829494676275214,269.8946733966095,21.12568479301412,-55.94712828627603,223.9465993572615,308.60947891926594,18.510377874061255
-24.98732797543434,36.669754090864835,-79.83206018238597,30.965631464561007,-25.821810318473176,-23.866651467446623,-103.7148001336587,-33.40851782702648
18.591027116727943,-17.248989329069804,-329.3969975901986,-20.74042132748191,37.6201402531295,-261.57018897161,-380.5804595203576,-40.94468983147119
42.93735607904865,-48.682075684462404,-338.91413606736074,-43.39735164973832,55.70040061847802,-304.1129537688991,-380.65242631225505,-8.054287207983325
14.847340012360002,-5.019736979953789,-138.0811895974354,8.620455287704107,6.5474558572093375,-111.30145648530429,-157.78597268572383,8.905747190876175
-19.373624596513665,35.47459255727921,57.23994286955587,44.082001417045454,-28.65513943357364,80.7482694518053,56.04282121584026,-6.051629041938108
-8.62895180657803,6.196688165849017,95.48694882697382,0.4008508325587566,-1.7154985602025852,81.05599176097617,107.7437124264926,-8.378265870312399
12.793598596773037,-27.170529874654264,47.71195258593296,-40.909039594854114,19.645745138272144,2.9308040748412902,65.08945386028692,11.664667516959684
-0.055182530390329484,2.337687299640119,43.83330592812455,-4.7926029149020115,-8.376989529690874,25.7681293835179,55.03256316399297,16.86726254221012
-21.213910876354852,37.36644878450815,59.841835291584545,39.62567082707189,-30.347681106666368,82.32319235400182,60.74689616004616,-4.813617793417991
-6.940923546009419,5.906257224629486,5.672859463316201,9.31242238241336,-0.4568357920210347,18.60636860432286,1.8563262174251283,-17.320941165859747
20.772807675548208,-40.076035368457816,-70.44272070854663,-38.20195827548282,30.08840460995575,-89.11780652407128,-73.77879901551572,-0.08397001814922732
12.04393950719016,-18.072479276447204,-51.76818757550129,-13.76208048091414,5.558288608800452,-60.3915398611336,-55.52547932836431,14.082687194486066
-15.0668709936866,29.601198376237107,26.618827762926596,35.647306404407445,-25.252954409814723,50.21079668246699,21.894114310245463,1.8001227102247872
-10.739414752165802,16.681824049104033,31.216277928280444,15.290791816144578,-4.6697657271769675,46.29209620724259,29.777308443146783,-10.948652649257228
12.922293618263119,-27.090876621042526,-29.316907825208922,-37.50205756164231,24.859616296659706,-49.93416239842351,-25.236829157219155,-1.241005346269623
11.063142949662844,-16.903259120534337,-28.1914794107731,-21.999665334676376,7.593848198686183,-46.50023902955981,-23.47390125917149,11.760253258707984
-14.44687299946964,30.641422434551995,38.83981417869251,36.07914947501744,-27.899639901263974,56.09524676245266,39.130134915730004,0.8485549533979141
-22.061674995680427,29.36858723607995,47.640268936961355,30.584793681558757,-23.901810617264903,67.46150497053377,45.501055015128664,-20.733057189492182
4.348662772097593,-21.3271325434394,-22.264169565437903,-28.316107817092522,16.34361335297336,-37.58550317373573,-22.3961186495023,-11.881152799274874
22.543343430636305,-31.997551723933107,-48.33403662652216,-33.844856623095964,28.278295714069863,-70.56141087116227,-47.444254019362255,18.145415804772796
4.055343103481831,12.989312337977491,10.955497357633188,20.30928911590107,-2.664580919105108,23.367992083425214,9.36740570976946,18.6558627818835
-7.136019178821325,23.40612417180197,40.30464182607559,31.918935291392998,-7.661451271778144,63.819211139393026,37.94665157788056,-2.8073074862921765
8.934917188438817,-20.368033382669214,-14.694184844615512,-18.114089622250635,17.316842775215374,-24.70341567021486,-13.701624727169802,-5.838646274146021
8.725235327335913,-29.7803267696332,-45.17851937169427,-32.06320150933975,6.257322281977078,-70.66394892727398,-42.363937568371156,3.706797217953918
-15.045264971293802,17.650787673198867,11.415863543335663,19.05752039235012,-28.404295804188845,17.444730365769647,11.359251183654012,0.8420323333914128
-18.764916827790355,36.500596547059345,50.35286688188773,39.02263796467653,-21.502572031703814,76.44281340289753,47.99719263984477,-10.156028489625397
8.299667099688284,-6.638475149338315,-2.8762011900894855,-12.610948940653195,19.90774605198877,-4.726071665740616,-2.925606627302239,-6.026838654047504
22.98168458712404,-32.15485709492849,-51.00354744846062,-42.2244744615106,27.7672010976646,-75.84970101845526,-48.63083819430193,11.244159585360931
-2.054124559897912,7.904302614886329,-4.553330122994314,4.006977305959126,-14.346973388618379,-4.428050215626061,-4.41746989405109,8.791163640827385
-29.50581946995207,40.22339579468577,51.771216949458115,39.50341531643417,-38.37351744518041,77.65202019753089,48.942452507138896,-17.292025319102397
-12.334016720143943,1.0479240337356663,14.276099660522075,-0.784647461838877,0.4761406223163324,17.602822215575237,13.237395204665786,-21.422655480070492
22.627808598393184,-43.27040879772635,-47.69577329984807,-39.08584320184696,38.860109208637276,-73.93772797305269,-45.331478384609035,10.577851048913391
19.391680920528458,-16.554665073342065,-20.341330855952837,-1.527196442641275,15.66150315847872,-28.09364029373235,-18.65873102466597,29.672303968433237
-5.933055229659916,27.21305391080992,42.343918257431305,41.99855300004808,-17.935273970591947,66.53412316648397,41.1943423093487,9.687787886068074
-7.56111103599146,11.037800379375375,22.471259756529303,8.374987328305203,-8.711392998976823,32.65213180450041,21.739940128131433,-14.690221247428152
4.3044723840807,-24.06347859511396,-40.42954269658554,-42.639468747430065,7.456570034705242,-62.99752750574969,-38.7592411384216,-12.219999499889258
-2.4352273650232155,-4.355310358154078,-26.90487389420262,-18.649576756032474,-7.3786790138963845,-39.11030989970531,-26.4373885133912,0.3791724120445503
-14.688412400960262,34.07194732444837,38.244034132844845,35.82273820695998,-19.569196925027597,59.65303755791918,35.33604367282607,-1.5621810860186989
0.9880579822592804,12.447501548832717,32.16886328114974,22.813390421555315,9.815916221055932,46.63173407865811,30.25044796053908,-4.687449853288743
23.613584967457413,-34.93814370568756,-35.214129460583734,-29.022859156851585,34.70990825729599,-55.67802675400439,-32.86534069878557,6.183805543441071
7.426948744892066,-20.02220152578376,-36.64629627801921,-20.620123489111915,1.1070395332126552,-54.36681216283969,-33.83879326773816,10.937525124763834
-26.96303107576076,31.90161680752689,32.97987904679359,30.371520170046395,-40.774801780241994,51.32741497074481,32.04276590620368,-5.432627419957267
-23.177090674842695,27.046143961490852,44.35578601986888,23.484404873691147,-20.827434727000554,65.43514527203111,41.98985249639991,-18.27355510231686
16.24607774072998,-27.07094439641709,-24.858575620598604,-32.009213902528266,30.980793377420852,-39.50982785360695,-24.483155455018032,0.2631832023701763
32.65472569768548,-35.091763845623866,-49.04005795724232,-32.04061025164593,35.20314750654921,-71.64746414752369,-47.339366415875105,27.107697019522497
3.716193182234963,15.827675562756975,12.696320650597292,26.15002971107186,-8.6838102184606,24.549264447313313,11.856346199248984,17.941597318995225
-21.31088361598527,33.67292114340604,44.4689238560712,37.27430139132888,-26.23087296222969,68.53485196761491,42.425159359274254,-15.39209303660656
-7.686277970164968,-10.207356509949268,-9.136805051976017,-16.818293102366603,1.274352122337855,-18.321690392357038,-8.209818606019407,-22.91367878254993
9.623878481335765,-30.895545735407747,-42.972602492096186,-35.473635638558115,12.992334078848696,-68.99836018815836,-40.129018425960034,0.050941205823888204
-4.251833479030898,11.120839674739994,9.62445806841113,12.730578602473722,-15.178884840736158,14.554988644523723,9.616081788094167,7.755762423416507
-16.08864235285494,34.6555100838328,49.72881930701454,33.85652590862693,-21.08076282419425,75.67624754702358,47.15269139245949,-7.753787157877008
8.275775231428582,-8.048336204801888,-2.394090510649306,-13.223600287245894,21.25052167832929,-4.012730494012708,-2.663068499348996,-3.962722482948122
26.59327308548655,-36.31419983785822,-53.049981744279215,-38.93352271889192,35.44420760459625,-78.23178370406406,-50.756502420085255,17.49093723185396
4.783356801139615,2.8028228101055177,-8.791415107678644,8.962264236366037,-4.873678589432964,-9.193456896293707,-8.638808757851411,17.097728148897044
-20.560266293428896,35.713778217529054,48.28366206779346,44.3819245506686,-30.711335436546292,74.25039544772532,45.65960960504785,-8.223105847688426
